State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Price_per_quintal
Punjab,Bathinda,Onion,Rabi,Alluvial,348.4,22.4,53.6,28.32,55.4,18.91,3224.82
Telangana,Nalgonda,Bajra,Rabi,Clay,214.3,14.5,53.0,42.2,263.3,1.39,3215.6
Uttar Pradesh,Varanasi,Rice,Kharif,Sandy Loam,1115.1,23.3,69.0,35.34,77.2,2.79,1546.67
Maharashtra,Pune,Tomato,Kharif,Mountain,463.5,29.5,84.0,30.72,106.1,7.83,645.84
Bihar,Bhagalpur,Tomato,Whole Year,Red,723.0,29.3,72.8,23.85,156.1,11.19,1179.85
West Bengal,Nadia,Potato,Zaid,Sandy Loam,170.3,34.0,45.4,4.4,127.7,4.93,1075.83
West Bengal,Murshidabad,Bajra,Whole Year,Clay,432.4,23.7,56.6,3.82,132.9,2.47,2113.65
Andhra Pradesh,Guntur,Jowar,Rabi,Laterite,162.5,22.7,47.9,29.23,125.5,20.76,4184.96
West Bengal,Hooghly,Jowar,Zaid,Mountain,234.5,33.1,58.9,8.93,39.4,18.33,3754.01
Andhra Pradesh,West Godavari,Onion,Kharif,Alluvial,1098.7,30.5,74.0,1.68,35.8,21.41,1714.11
Gujarat,Surat,Rice,Zaid,Sandy Loam,128.1,31.7,36.4,7.93,252.6,1.77,2991.54
Bihar,Bhagalpur,Sugarcane,Whole Year,Laterite,703.0,25.8,55.4,18.65,166.0,11.82,233.02
Andhra Pradesh,Guntur,Onion,Whole Year,Black (Regur),680.1,28.4,86.0,7.12,214.3,21.27,611.96
Madhya Pradesh,Bhopal,Chana (Gram),Kharif,Sandy Loam,592.7,35.0,82.4,2.72,229.5,2.26,3467.78
Karnataka,Shimoga,Maize,Whole Year,Sandy Loam,270.8,24.7,68.5,9.88,54.7,14.1,2515.86
Karnataka,Dharwad,Onion,Kharif,Black (Regur),934.1,32.5,64.2,28.02,103.3,8.58,2323.97
Tamil Nadu,Madurai,Potato,Rabi,Red,245.6,23.3,70.1,12.22,167.7,2.15,851.16
Telangana,Nalgonda,Wheat,Kharif,Sandy Loam,1116.8,26.6,73.6,36.42,39.2,17.45,2053.1
Gujarat,Surat,Mustard,Rabi,Sandy Loam,199.1,18.3,50.0,47.87,184.5,16.78,5680.08
Rajasthan,Jaipur,Sugarcane,Zaid,Desert (Arid),115.4,30.2,44.3,24.33,180.0,1.7,412.29
Madhya Pradesh,Gwalior,Maize,Zaid,Red,115.9,39.1,31.9,31.43,170.5,15.35,3070.44
West Bengal,Murshidabad,Tur (Arhar),Rabi,Alluvial,245.2,14.6,65.6,29.82,82.1,18.48,7595.16
Rajasthan,Udaipur,,Whole Year,Alluvial,303.0,30.8,56.4,26.23,123.1,1.73,1886.53
Rajasthan,Jodhpur,Mustard,Whole Year,Black (Regur),653.6,26.7,67.5,5.73,114.7,20.49,4361.28
Bihar,Bhagalpur,Potato,Whole Year,Black (Regur),274.7,31.7,70.5,3.02,278.5,22.15,752.52
Maharashtra,Kolhapur,Mustard,Kharif,Alluvial,773.9,30.6,64.1,34.31,286.1,20.81,4631.11
Andhra Pradesh,East Godavari,Chana (Gram),Zaid,Sandy Loam,106.7,39.8,59.8,21.28,53.4,2.87,5556.98
Uttar Pradesh,Allahabad,Jowar,Whole Year,Black (Regur),325.0,26.2,63.5,8.58,177.7,9.52,2333.0
Andhra Pradesh,Kurnool,Tomato,Whole Year,Red,900.9,22.8,66.1,31.2,199.0,17.42,1417.65
Madhya Pradesh,Indore,Soybean,Rabi,Alluvial,427.2,13.0,59.8,25.73,162.0,11.21,4842.84
Andhra Pradesh,Kurnool,Groundnut,Kharif,Desert (Arid),916.5,23.3,65.8,15.05,172.1,12.73,4063.86
Karnataka,Raichur,Rice,Kharif,Red,1153.1,34.1,82.3,23.45,28.7,15.63,2059.64
Karnataka,Dharwad,Mustard,Kharif,Mountain,1044.7,31.9,80.9,32.92,298.8,0.89,4222.45
Telangana,Warangal,Bajra,Rabi,Mountain,227.8,18.5,57.1,43.02,54.2,23.19,2506.13
Maharashtra,Pune,Bajra,Rabi,Clay,264.0,19.6,71.9,8.72,146.3,10.36,2650.54
Maharashtra,Ahmednagar,Cotton,Zaid,Sandy Loam,160.3,36.6,33.3,4.89,133.9,23.59,7842.3
Rajasthan,Kota,Mustard,Kharif,Alluvial,659.4,32.9,76.6,30.9,85.1,16.82,5300.27
Telangana,Nizamabad,Chana (Gram),Kharif,Red,1061.8,35.8,86.4,24.97,75.3,21.59,4705.22
Maharashtra,Nashik,Jowar,Whole Year,Sandy Loam,473.0,25.2,59.2,21.41,176.9,8.89,2490.1
Punjab,Bathinda,Potato,Zaid,Mountain,152.0,33.5,34.3,26.29,140.0,11.88,1117.16
West Bengal,Nadia,Tomato,Zaid,Red,159.2,36.8,39.7,14.91,266.9,18.37,2753.18
Gujarat,Ahmedabad,Groundnut,Kharif,Clay,686.3,29.2,82.7,37.36,146.8,23.21,4056.56
Karnataka,Raichur,Tur (Arhar),Rabi,Sandy Loam,266.8,20.2,59.0,12.68,157.7,20.24,7061.32
Maharashtra,Nashik,Bajra,Zaid,Laterite,209.1,39.8,44.2,20.23,152.1,14.76,3830.96
Andhra Pradesh,Krishna,Bajra,Whole Year,Desert (Arid),282.3,30.1,75.8,8.1,183.2,7.49,2458.72
Gujarat,Surat,Mustard,Kharif,Sandy Loam,730.5,25.6,69.5,19.37,265.2,24.68,3870.42
Bihar,Gaya,Tomato,Whole Year,Clay,622.5,28.0,57.2,26.87,128.6,20.4,1813.39
Rajasthan,Jodhpur,Maize,Zaid,Mountain,100.3,33.3,32.0,48.61,89.2,6.62,2634.14
Punjab,Bathinda,Groundnut,Kharif,Laterite,742.5,27.2,89.4,25.86,246.1,9.2,4716.93
Punjab,Amritsar,Maize,Kharif,Laterite,975.8,30.2,59.9,44.7,20.8,7.82,1748.71
West Bengal,Burdwan,Rice,Zaid,Red,123.3,30.0,53.0,28.98,46.1,21.19,3105.45
Rajasthan,Jaipur,Sugarcane,Whole Year,Black (Regur),548.8,26.3,71.9,25.1,29.2,6.02,267.46
Maharashtra,Kolhapur,Potato,Whole Year,Desert (Arid),955.0,23.0,73.5,33.87,167.0,16.49,648.37
Rajasthan,Udaipur,Tomato,Zaid,Laterite,134.7,37.3,49.4,33.93,255.5,24.78,2777.85
Tamil Nadu,Salem,Bajra,Rabi,Mountain,313.0,21.6,56.1,25.95,92.7,3.81,3255.86
Madhya Pradesh,Bhopal,Sugarcane,Whole Year,Mountain,608.9,26.2,39.4,34.5,171.0,23.41,247.02
Tamil Nadu,Tirunelveli,Onion,Whole Year,Alluvial,913.8,22.9,77.2,31.52,118.9,17.15,1330.93
Punjab,Jalandhar,Jowar,Zaid,Alluvial,187.2,31.8,53.8,12.62,112.1,18.41,3673.54
Tamil Nadu,Salem,Groundnut,Kharif,Laterite,876.6,26.8,66.6,28.15,99.1,15.12,4687.52
Andhra Pradesh,West Godavari,Rice,Whole Year,Sandy Loam,417.5,28.9,80.4,49.05,226.9,11.9,2365.13
Gujarat,Surat,Jowar,Rabi,Black (Regur),554.5,16.5,62.5,34.35,200.1,16.42,2864.0
West Bengal,Hooghly,Groundnut,Zaid,Laterite,159.5,37.2,67.9,12.65,78.6,14.9,7789.0
Madhya Pradesh,Bhopal,Cotton,Rabi,Red,96.0,18.7,47.0,16.38,232.3,23.52,6765.38
West Bengal,Birbhum,Groundnut,Zaid,Desert (Arid),281.7,32.4,57.8,16.23,49.2,10.66,8053.89
Tamil Nadu,Thanjavur,Chana (Gram),Zaid,Sandy Loam,131.9,32.9,47.7,1.5,89.9,3.4,6321.14
Uttar Pradesh,Varanasi,Rice,Kharif,Black (Regur),954.6,28.1,86.2,5.13,173.9,8.56,1562.44
Maharashtra,Pune,Tur (Arhar),Kharif,Black (Regur),826.8,36.5,88.4,49.07,192.9,15.45,5676.99
Telangana,Nalgonda,Bajra,Zaid,Laterite,129.8,37.0,23.5,19.51,280.7,4.16,3301.42
Madhya Pradesh,Indore,Groundnut,Whole Year,Laterite,597.5,25.3,53.5,35.37,61.8,13.57,4363.53
Punjab,Amritsar,Onion,Whole Year,Alluvial,791.2,22.7,53.9,35.59,299.8,0.68,718.48
Karnataka,Mysore,Groundnut,Zaid,Laterite,146.1,30.4,45.3,35.02,186.4,5.59,6439.47
Maharashtra,Kolhapur,Cotton,Zaid,Alluvial,72.2,34.1,43.6,12.61,23.1,24.67,6897.13
Rajasthan,Udaipur,Wheat,Rabi,Desert (Arid),302.0,14.6,62.0,47.91,265.1,4.26,2902.14
West Bengal,Burdwan,Soybean,Zaid,Black (Regur),114.2,36.8,55.5,1.08,89.4,22.89,4743.62
Telangana,Nizamabad,Potato,Zaid,Red,160.2,33.4,41.5,14.53,180.7,4.99,953.75
Karnataka,Raichur,Mustard,Rabi,Clay,231.6,18.1,66.6,32.87,218.8,18.05,4051.58
Rajasthan,Kota,Maize,Kharif,Mountain,634.6,29.7,98.0,3.51,173.7,4.43,2002.92
Tamil Nadu,Tirunelveli,Jowar,Whole Year,Desert (Arid),642.6,26.7,53.1,23.91,203.4,5.65,2568.3
Uttar Pradesh,Agra,Cotton,Zaid,Alluvial,118.1,38.9,34.9,38.83,185.2,3.21,7651.84
Telangana,Karimnagar,Chana (Gram),Rabi,Mountain,247.2,18.3,62.6,14.29,218.5,23.73,5140.34
Maharashtra,Kolhapur,Jowar,Rabi,Alluvial,131.7,22.8,51.2,16.05,59.6,7.04,3337.73
Punjab,Amritsar,Rice,Rabi,Red,320.8,18.6,52.8,11.89,295.9,17.8,2228.05
Gujarat,Rajkot,Sugarcane,Whole Year,,545.4,31.6,84.2,22.65,229.9,24.4,284.87
West Bengal,Hooghly,Potato,Rabi,Alluvial,343.4,22.3,69.9,32.6,239.2,15.56,716.17
Punjab,Amritsar,Sugarcane,Zaid,Clay,131.1,33.7,43.7,12.6,267.2,9.66,358.77
Uttar Pradesh,Lucknow,Groundnut,Rabi,Alluvial,121.7,19.4,52.4,48.22,248.4,18.23,4615.15
Telangana,Medak,Chana (Gram),Rabi,Black (Regur),111.1,24.7,58.0,6.14,204.6,19.63,4000.83
Tamil Nadu,Salem,Jowar,Whole Year,Sandy Loam,308.1,28.2,50.2,43.8,276.5,21.33,1807.08
Karnataka,Dharwad,Bajra,Rabi,Black (Regur),380.7,17.9,53.7,47.68,74.7,24.0,3018.85
Tamil Nadu,Salem,Bajra,Rabi,Black (Regur),399.7,19.2,60.5,46.92,104.5,6.75,2891.25
Telangana,Warangal,Chana (Gram),Zaid,Clay,179.4,35.0,47.5,14.01,65.4,8.64,5529.94
Karnataka,Dharwad,Jowar,Rabi,Black (Regur),50.0,17.9,72.1,34.6,284.3,10.96,2635.66
Punjab,Patiala,Jowar,Whole Year,Desert (Arid),461.3,24.7,52.7,38.96,125.4,7.93,2944.5
Andhra Pradesh,East Godavari,Bajra,Kharif,Mountain,1247.5,35.6,81.4,35.73,260.4,5.0,2018.61
Maharashtra,Pune,Mustard,Rabi,Alluvial,319.6,18.6,77.7,3.32,276.5,8.15,3830.87
Andhra Pradesh,Guntur,Bajra,Kharif,Mountain,796.8,30.5,53.9,5.26,72.8,2.38,2647.0
Punjab,Bathinda,Mustard,Zaid,Red,163.3,40.6,43.2,43.42,122.1,0.61,5820.59
Andhra Pradesh,Kurnool,Maize,Kharif,Alluvial,1017.1,29.9,79.9,4.49,223.6,21.67,1372.41
Tamil Nadu,Madurai,Mustard,Zaid,Black (Regur),105.8,33.1,54.2,19.71,175.4,2.81,6921.56
Madhya Pradesh,Ujjain,Potato,Zaid,Mountain,173.5,34.0,38.8,46.45,136.7,0.59,946.48
Tamil Nadu,Salem,Tomato,Whole Year,Sandy Loam,428.4,25.5,66.2,7.75,229.4,9.19,1164.43
Madhya Pradesh,Jabalpur,Onion,Kharif,Clay,949.9,31.6,84.3,34.93,58.9,20.29,1944.07
Tamil Nadu,Madurai,Sugarcane,Kharif,Black (Regur),792.7,27.7,85.4,5.45,66.0,3.75,236.95
Punjab,Patiala,Potato,Whole Year,Desert (Arid),1110.2,26.8,65.4,46.0,104.0,3.31,1313.37
Karnataka,Shimoga,Wheat,Whole Year,Desert (Arid),462.8,23.2,70.3,13.91,156.9,1.41,2085.5
Punjab,Ludhiana,Rice,Kharif,Alluvial,789.5,31.5,68.0,34.96,40.1,12.19,2111.54
Maharashtra,Ahmednagar,Cotton,Kharif,Sandy Loam,1184.4,30.0,71.6,29.94,199.7,17.89,4799.03
Bihar,Patna,Cotton,Whole Year,Alluvial,678.2,24.6,75.1,33.4,29.4,7.25,6435.12
Telangana,Karimnagar,Rice,Kharif,Black (Regur),1025.4,31.0,62.4,17.96,221.7,14.69,2303.79
Uttar Pradesh,Allahabad,Mustard,Whole Year,Laterite,437.9,29.8,84.5,1.81,283.9,8.32,4441.61
Bihar,Patna,Sugarcane,Kharif,Laterite,593.0,29.1,65.0,4.04,281.3,23.45,223.58
Madhya Pradesh,Indore,Chana (Gram),Whole Year,Alluvial,699.5,23.8,65.6,4.74,107.1,0.81,4678.27
Tamil Nadu,Tirunelveli,Potato,Rabi,Alluvial,305.3,20.1,54.7,25.57,82.5,23.63,1014.55
Gujarat,Ahmedabad,Soybean,Rabi,Desert (Arid),192.2,23.8,72.4,44.21,101.9,13.26,4298.98
Rajasthan,Udaipur,Groundnut,Zaid,Clay,183.1,34.7,42.4,29.69,236.7,10.12,5920.86
West Bengal,Hooghly,Mustard,Rabi,Red,211.9,23.1,55.2,28.25,154.6,17.11,4988.08
Gujarat,Surat,Wheat,Rabi,Mountain,236.0,21.9,50.5,34.86,201.3,3.81,2204.94
Karnataka,Belgaum,Maize,Rabi,Desert (Arid),289.0,22.9,51.0,21.5,22.8,22.93,2505.2
Uttar Pradesh,Allahabad,Bajra,Zaid,Desert (Arid),161.3,34.3,55.6,34.42,173.7,23.64,2875.47
Tamil Nadu,Coimbatore,Tomato,Zaid,Alluvial,,33.9,47.0,37.15,279.5,2.33,2125.37
Punjab,Bathinda,Groundnut,Zaid,Laterite,171.8,31.8,36.4,43.96,247.5,13.14,6077.21
Gujarat,Junagadh,Maize,Zaid,Desert (Arid),134.1,28.2,53.0,3.19,103.9,6.19,2457.91
Karnataka,Raichur,Mustard,Rabi,Red,163.3,23.8,46.8,20.43,63.2,13.45,7004.0
Madhya Pradesh,Gwalior,Jowar,Kharif,Desert (Arid),1180.5,27.3,98.0,49.24,89.4,2.36,2478.43
Madhya Pradesh,Jabalpur,Cotton,Rabi,Clay,348.4,15.5,51.1,2.5,122.0,22.03,7652.69
Tamil Nadu,Tirunelveli,Onion,Kharif,Mountain,1190.0,34.9,88.8,28.18,20.3,1.36,2617.9
Andhra Pradesh,Guntur,Wheat,Whole Year,Red,932.6,31.8,60.0,39.58,21.9,7.56,1717.29
Uttar Pradesh,Varanasi,Cotton,Whole Year,Sandy Loam,758.6,22.4,70.5,22.24,145.2,14.03,5010.64
Uttar Pradesh,Allahabad,Maize,Whole Year,Red,395.2,23.0,72.3,22.39,217.5,21.04,2115.0
Punjab,Amritsar,Chana (Gram),Whole Year,Black (Regur),465.0,24.8,75.6,25.17,184.7,0.56,3348.54
Tamil Nadu,Salem,Chana (Gram),Whole Year,Red,623.3,24.0,61.8,42.78,135.9,14.48,5167.7
Maharashtra,Kolhapur,Mustard,Rabi,Clay,249.7,19.9,40.1,34.23,97.9,24.0,6725.15
Gujarat,Vadodara,Potato,Zaid,Clay,118.5,36.7,42.5,27.4,234.3,13.26,1145.5
Tamil Nadu,Tirunelveli,Groundnut,Zaid,Alluvial,119.3,36.1,52.9,8.1,254.5,12.37,6539.39
Madhya Pradesh,Gwalior,Cotton,Whole Year,Desert (Arid),454.0,25.6,68.0,29.81,63.2,7.94,6650.61
Tamil Nadu,Thanjavur,Cotton,Zaid,Laterite,122.5,30.6,21.5,24.26,299.3,3.3,6454.55
Telangana,Karimnagar,Cotton,Rabi,Alluvial,504.2,25.5,54.9,25.16,279.2,15.76,5453.83
West Bengal,Birbhum,Maize,Rabi,Sandy Loam,293.0,19.3,67.2,40.7,261.0,12.33,2195.8
Tamil Nadu,Coimbatore,Potato,Rabi,Red,465.0,25.3,47.4,19.66,249.6,6.79,1367.79
Karnataka,Mysore,Groundnut,Zaid,Mountain,100.7,37.7,57.8,45.8,244.2,10.07,6615.0
Andhra Pradesh,Krishna,Sugarcane,Whole Year,Laterite,669.1,30.8,78.4,2.7,299.3,21.8,228.07
Telangana,Nizamabad,Wheat,Kharif,Desert (Arid),1166.9,30.3,66.4,11.39,282.0,0.6,1650.83
Maharashtra,Kolhapur,Soybean,Rabi,Desert (Arid),365.6,23.5,53.1,44.57,188.7,17.52,4909.53
Madhya Pradesh,Jabalpur,Bajra,Kharif,Red,838.5,28.8,68.3,22.82,253.9,16.88,2186.78
Telangana,Warangal,Sugarcane,Kharif,Clay,944.6,28.5,77.6,30.14,136.4,14.93,251.15
Bihar,Muzaffarpur,Jowar,Zaid,Red,166.3,32.5,43.9,2.0,248.4,4.82,3655.94
Karnataka,Dharwad,Groundnut,Whole Year,Clay,704.3,24.2,53.4,10.9,106.6,5.48,4660.27
Karnataka,Mysore,Potato,Zaid,Alluvial,126.7,34.5,27.7,11.03,274.3,22.31,1111.99
Maharashtra,Pune,Tomato,Rabi,Alluvial,164.5,21.9,56.7,18.32,191.0,7.76,2305.57
Punjab,Bathinda,Jowar,Rabi,Red,406.6,14.5,47.4,3.14,226.6,4.69,2864.28
Madhya Pradesh,Bhopal,Soybean,Whole Year,Desert (Arid),488.8,31.4,86.4,19.38,30.9,15.21,5095.52
Madhya Pradesh,Bhopal,Cotton,Zaid,Alluvial,50.0,33.1,45.3,1.73,140.4,22.14,7599.15
Andhra Pradesh,Guntur,Bajra,Rabi,Black (Regur),121.9,29.0,46.3,22.23,225.6,21.76,2520.41
Rajasthan,Ajmer,Onion,Rabi,Mountain,366.4,21.0,55.2,40.19,281.7,12.14,2875.72
Rajasthan,Ajmer,Chana (Gram),Whole Year,Clay,439.7,27.2,61.2,12.82,218.7,19.04,3740.6
Bihar,Darbhanga,Maize,Zaid,Sandy Loam,189.2,31.0,60.8,13.12,222.9,20.0,2375.29
West Bengal,Murshidabad,Rice,Kharif,Alluvial,775.8,27.0,87.4,12.88,265.4,8.08,1888.85
Rajasthan,Jaipur,Chana (Gram),Zaid,Laterite,118.4,35.0,50.4,17.52,93.3,7.31,7015.46
Maharashtra,Pune,Cotton,Kharif,Clay,1170.7,34.4,65.9,39.61,163.5,8.76,5909.98
Andhra Pradesh,East Godavari,Tur (Arhar),Zaid,Clay,157.1,31.4,34.1,39.73,157.6,17.76,8944.46
Uttar Pradesh,Allahabad,Cotton,Whole Year,Laterite,436.8,29.9,81.0,26.48,279.8,24.03,6092.18
Tamil Nadu,Salem,Cotton,Kharif,Alluvial,1216.3,29.8,85.7,8.1,177.5,16.5,4495.4
Telangana,Warangal,Cotton,Kharif,Alluvial,1386.7,30.2,78.7,9.32,25.6,4.36,5759.34
Karnataka,Raichur,Jowar,Whole Year,Black (Regur),586.4,28.1,63.9,28.42,37.2,11.06,2822.09
West Bengal,Birbhum,Bajra,Whole Year,Laterite,451.9,20.4,63.8,27.15,28.7,18.21,2661.28
Madhya Pradesh,Gwalior,Bajra,Zaid,Laterite,177.5,32.2,77.2,31.24,135.8,12.02,3278.34
West Bengal,Nadia,Groundnut,Rabi,Red,393.8,15.7,57.9,32.31,202.7,15.4,5901.63
Rajasthan,Udaipur,Sugarcane,Kharif,Red,870.1,26.5,81.2,21.49,97.8,9.49,277.21
Telangana,Karimnagar,Tur (Arhar),Zaid,Laterite,166.7,33.1,58.2,23.76,27.9,17.06,8333.11
Andhra Pradesh,Guntur,Sugarcane,Kharif,Desert (Arid),962.1,25.0,75.3,23.62,123.8,5.49,344.59
Tamil Nadu,Thanjavur,Maize,Whole Year,Black (Regur),518.2,29.4,59.8,21.22,220.9,22.91,1745.56
Andhra Pradesh,East Godavari,Tomato,Kharif,Clay,1069.3,36.2,82.4,46.48,91.3,3.99,1481.85
Bihar,Bhagalpur,Chana (Gram),Rabi,Alluvial,373.7,25.5,64.0,7.11,73.8,4.01,5120.48
Maharashtra,Nagpur,Tur (Arhar),Kharif,Clay,477.3,27.1,68.4,44.12,173.2,20.59,6428.91
Punjab,Amritsar,Maize,Rabi,Laterite,420.8,20.6,59.2,27.47,204.9,11.05,2408.16
Punjab,Ludhiana,Sugarcane,Rabi,Desert (Arid),331.1,19.3,64.4,27.06,252.0,3.9,341.33
Rajasthan,Jaipur,Bajra,Rabi,Alluvial,306.4,15.4,36.0,17.46,201.7,12.69,2417.76
Karnataka,Dharwad,Bajra,Whole Year,Black (Regur),547.3,24.1,52.3,44.15,78.7,2.73,2380.63
Madhya Pradesh,Ujjain,Chana (Gram),Zaid,Alluvial,169.2,37.4,29.2,29.87,296.9,23.7,5409.52
Andhra Pradesh,Guntur,Tur (Arhar),Whole Year,Red,686.5,25.8,76.5,17.57,45.3,12.7,6158.61
Punjab,Ludhiana,Tomato,Zaid,Mountain,147.0,31.8,48.3,4.28,76.6,1.84,2361.69
Tamil Nadu,Madurai,Groundnut,Kharif,Desert (Arid),702.9,33.8,71.8,12.09,124.2,2.26,7227.64
Gujarat,Junagadh,Jowar,Rabi,Mountain,232.3,11.3,58.6,16.52,86.6,0.85,3489.29
Andhra Pradesh,West Godavari,Tur (Arhar),Rabi,,248.7,19.9,55.2,42.67,87.5,13.69,6790.06
Tamil Nadu,Salem,Cotton,Rabi,Sandy Loam,401.6,21.0,58.3,46.52,32.0,14.35,6602.65
Tamil Nadu,Coimbatore,Tur (Arhar),Whole Year,Black (Regur),483.0,29.2,36.6,10.07,108.2,22.61,6374.3
,Jabalpur,Bajra,Whole Year,Laterite,473.5,25.0,63.3,18.08,199.3,13.88,2348.61
Punjab,Jalandhar,Soybean,Kharif,Clay,794.0,32.8,85.2,22.4,231.0,3.81,2983.05
Maharashtra,Nashik,Soybean,Rabi,Alluvial,419.7,19.5,43.3,47.51,207.3,13.91,4653.31
Rajasthan,Jodhpur,Tomato,Kharif,Laterite,882.2,30.6,61.4,40.1,290.7,17.74,654.21
Madhya Pradesh,Bhopal,Chana (Gram),Zaid,Clay,131.3,33.1,34.5,9.46,130.0,16.35,5221.95
Gujarat,Surat,Bajra,Rabi,Desert (Arid),327.6,22.6,48.9,8.23,146.2,9.55,2766.14
Gujarat,Junagadh,Cotton,Zaid,Alluvial,129.0,37.7,39.9,4.13,69.9,2.97,6617.34
Madhya Pradesh,Bhopal,Cotton,Kharif,Desert (Arid),1365.0,27.1,57.7,31.28,212.3,22.68,4743.47
Karnataka,Raichur,Tur (Arhar),Kharif,Sandy Loam,1119.2,26.5,71.5,36.53,276.3,13.21,5633.58
Rajasthan,Jodhpur,Chana (Gram),Rabi,Red,391.5,22.9,67.1,29.68,262.3,8.29,5601.96
Maharashtra,Nashik,Groundnut,Whole Year,Desert (Arid),690.5,27.4,74.9,26.18,154.2,20.06,4086.56
Telangana,Warangal,Mustard,Kharif,Desert (Arid),1028.0,29.1,72.1,1.51,160.9,21.47,3685.59
West Bengal,Burdwan,Rice,Rabi,Desert (Arid),261.3,18.1,60.3,13.13,28.7,17.41,2602.56
Uttar Pradesh,Agra,Groundnut,Rabi,Laterite,100.2,14.5,66.7,29.25,21.8,22.74,6213.46
Madhya Pradesh,Bhopal,Mustard,Whole Year,Red,627.4,28.1,57.7,32.12,89.7,0.98,4908.2
Maharashtra,Nashik,Tur (Arhar),Rabi,Sandy Loam,311.3,21.2,35.1,15.11,240.9,14.11,7097.55
Tamil Nadu,Salem,Chana (Gram),Kharif,Sandy Loam,1407.4,29.2,80.7,24.47,277.3,20.27,3279.98
Rajasthan,Jodhpur,Wheat,Rabi,Mountain,251.5,23.0,66.3,27.84,254.0,7.35,2634.69
Gujarat,Ahmedabad,Tur (Arhar),Kharif,Alluvial,836.5,30.1,70.5,5.74,192.0,18.78,4461.75
West Bengal,Nadia,Sugarcane,Whole Year,Mountain,799.5,26.9,49.6,18.16,145.8,3.28,240.71
Tamil Nadu,Tirunelveli,Sugarcane,Zaid,Laterite,135.2,30.0,41.8,1.2,113.6,4.24,403.98
Tamil Nadu,Tirunelveli,Jowar,Rabi,Red,246.7,20.4,57.6,48.82,29.2,18.44,3126.79
West Bengal,Birbhum,Groundnut,Zaid,Mountain,122.5,32.4,66.8,39.26,251.9,12.17,6400.64
Madhya Pradesh,Bhopal,Rice,Whole Year,Black (Regur),800.2,32.1,66.9,40.11,115.3,4.17,2402.19
Gujarat,Ahmedabad,Jowar,Rabi,Desert (Arid),317.9,21.5,55.0,14.31,288.6,22.25,3701.53
Bihar,Gaya,Groundnut,Rabi,Clay,192.9,23.2,57.6,39.76,231.9,24.96,5655.69
Gujarat,Ahmedabad,Mustard,Rabi,Sandy Loam,367.2,20.8,58.1,14.81,216.0,0.68,4822.64
Gujarat,Junagadh,Maize,Whole Year,Sandy Loam,849.5,29.3,80.0,11.21,298.4,15.32,1493.73
Punjab,Bathinda,Groundnut,Rabi,Black (Regur),142.8,26.2,58.8,29.67,169.3,17.36,6054.84
Uttar Pradesh,Meerut,Rice,Kharif,Black (Regur),1163.8,26.9,84.2,27.9,116.4,23.53,1998.15
West Bengal,Birbhum,Cotton,Kharif,Laterite,815.4,30.4,65.0,46.77,240.6,21.41,4973.91
Madhya Pradesh,Gwalior,Rice,Whole Year,Black (Regur),792.8,28.3,50.3,27.77,36.5,18.67,1547.03
Karnataka,Belgaum,Potato,Rabi,Alluvial,373.8,18.5,75.8,3.98,25.1,1.11,806.67
Gujarat,Vadodara,Jowar,Kharif,Black (Regur),1065.5,32.4,72.5,36.65,285.9,19.27,2530.6
Bihar,Patna,Tur (Arhar),Zaid,Desert (Arid),134.2,37.3,41.7,44.68,213.6,23.83,8769.87
Andhra Pradesh,West Godavari,Jowar,Whole Year,Mountain,353.3,26.2,69.9,48.95,228.5,3.39,2492.45
Andhra Pradesh,Krishna,Potato,Kharif,Laterite,384.1,27.7,89.4,8.7,185.4,4.66,1319.64
Punjab,Bathinda,Mustard,Whole Year,Red,584.9,29.5,72.6,11.64,152.0,21.13,3406.17
Telangana,Karimnagar,Jowar,Kharif,Alluvial,918.4,27.1,66.2,26.19,203.0,9.3,2462.24
West Bengal,Birbhum,Chana (Gram),Zaid,Clay,130.1,33.3,35.7,37.46,25.4,7.19,6992.13
Maharashtra,Ahmednagar,Chana (Gram),Kharif,Laterite,699.0,27.5,68.1,3.09,227.9,4.19,3592.12
Maharashtra,Nashik,Rice,Zaid,Desert (Arid),127.6,29.9,56.6,15.6,70.5,15.53,2889.84
Punjab,Ludhiana,Maize,Kharif,Red,742.7,34.2,74.4,15.75,272.5,20.87,1919.54
Andhra Pradesh,Krishna,Sugarcane,Rabi,Red,398.0,23.2,51.4,15.44,31.4,8.21,319.81
Rajasthan,Jodhpur,Mustard,Rabi,Red,267.4,19.8,55.0,1.5,255.8,24.35,4789.3
Punjab,Patiala,Maize,Zaid,Desert (Arid),234.0,36.6,57.4,2.72,250.9,10.81,3080.55
Gujarat,Ahmedabad,Jowar,Kharif,Red,920.2,34.5,64.4,49.6,85.9,22.69,2600.79
Madhya Pradesh,Indore,Bajra,Rabi,Desert (Arid),76.8,23.1,55.6,12.27,252.0,24.27,2949.18
Maharashtra,Ahmednagar,Bajra,Rabi,Red,343.5,20.6,66.2,6.05,100.7,13.57,3316.75
West Bengal,Burdwan,Cotton,Kharif,Red,831.7,28.1,86.6,24.21,158.3,21.48,4817.36
West Bengal,Murshidabad,Rice,Kharif,Laterite,862.9,31.2,79.2,20.88,72.6,19.03,2534.45
