State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Yield_ton_per_hectare
Maharashtra,Pune,Tomato,Kharif,Mountain,463.5,29.5,84.0,30.72,106.1,7.83,4.67
Bihar,Bhagalpur,Tomato,Whole Year,Red,723.0,29.3,72.8,23.85,156.1,11.19,18.11
West Bengal,Nadia,Potato,Zaid,Sandy Loam,170.3,34.0,45.4,4.4,127.7,4.93,7.41
West Bengal,Murshidabad,Bajra,Whole Year,Clay,432.4,23.7,56.6,3.82,132.9,2.47,0.58
Andhra Pradesh,Guntur,Jowar,Rabi,Laterite,162.5,22.7,47.9,29.23,125.5,20.76,0.27
West Bengal,Hooghly,Jowar,Zaid,Mountain,234.5,33.1,58.9,8.93,39.4,18.33,0.22
Andhra Pradesh,West Godavari,Onion,Kharif,Alluvial,1098.7,30.5,74.0,1.68,35.8,21.41,13.43
Gujarat,Surat,Rice,Zaid,Sandy Loam,128.1,31.7,36.4,7.93,252.6,1.77,2.27
Bihar,Bhagalpur,Sugarcane,Whole Year,Laterite,703.0,25.8,55.4,18.65,166.0,11.82,61.76
Andhra Pradesh,Guntur,Onion,Whole Year,Black (Regur),680.1,28.4,86.0,7.12,214.3,21.27,16.95
Madhya Pradesh,Bhopal,Chana (Gram),Kharif,Sandy Loam,592.7,35.0,82.4,2.72,229.5,2.26,1.06
Karnataka,Shimoga,Maize,Whole Year,Sandy Loam,270.8,24.7,68.5,9.88,54.7,14.1,1.47
Karnataka,Dharwad,Onion,Kharif,Black (Regur),934.1,32.5,64.2,28.02,103.3,8.58,21.02
Tamil Nadu,Madurai,Potato,Rabi,Red,245.6,23.3,70.1,12.22,167.7,2.15,17.09
Telangana,Nalgonda,Wheat,Kharif,Sandy Loam,1116.8,26.6,73.6,36.42,39.2,17.45,4.08
Gujarat,Surat,Mustard,Rabi,Sandy Loam,199.1,18.3,50.0,47.87,184.5,16.78,0.7
Rajasthan,Jaipur,Sugarcane,Zaid,Desert (Arid),115.4,30.2,44.3,24.33,180.0,1.7,28.41
Madhya Pradesh,Gwalior,Maize,Zaid,Red,115.9,39.1,31.9,31.43,170.5,15.35,0.76
West Bengal,Murshidabad,Tur (Arhar),Rabi,Alluvial,245.2,14.6,65.6,29.82,82.1,18.48,0.34
Rajasthan,Udaipur,,Whole Year,Alluvial,303.0,30.8,56.4,26.23,123.1,1.73,5.87
Rajasthan,Jodhpur,Mustard,Whole Year,Black (Regur),653.6,26.7,67.5,5.73,114.7,20.49,0.97
Bihar,Bhagalpur,Potato,Whole Year,Black (Regur),274.7,31.7,70.5,3.02,278.5,22.15,19.51
Maharashtra,Kolhapur,Mustard,Kharif,Alluvial,773.9,30.6,64.1,34.31,286.1,20.81,1.41
Andhra Pradesh,East Godavari,Chana (Gram),Zaid,Sandy Loam,106.7,39.8,59.8,21.28,53.4,2.87,0.23
Uttar Pradesh,Allahabad,Jowar,Whole Year,Black (Regur),325.0,26.2,63.5,8.58,177.7,9.52,0.97
Andhra Pradesh,Kurnool,Tomato,Whole Year,Red,900.9,22.8,66.1,31.2,199.0,17.42,20.05
Madhya Pradesh,Indore,Soybean,Rabi,Alluvial,427.2,13.0,59.8,25.73,162.0,11.21,0.61
Andhra Pradesh,Kurnool,Groundnut,Kharif,Desert (Arid),916.5,23.3,65.8,15.05,172.1,12.73,2.19
Karnataka,Raichur,Rice,Kharif,Red,1153.1,34.1,82.3,23.45,28.7,15.63,3.51
Karnataka,Dharwad,Mustard,Kharif,Mountain,1044.7,31.9,80.9,32.92,298.8,0.89,1.82
Telangana,Warangal,Bajra,Rabi,Mountain,227.8,18.5,57.1,43.02,54.2,23.19,0.22
Maharashtra,Pune,Bajra,Rabi,Clay,264.0,19.6,71.9,8.72,146.3,10.36,0.69
Maharashtra,Ahmednagar,Cotton,Zaid,Sandy Loam,160.3,36.6,33.3,4.89,133.9,23.59,0.81
Rajasthan,Kota,Mustard,Kharif,Alluvial,659.4,32.9,76.6,30.9,85.1,16.82,0.77
Telangana,Nizamabad,Chana (Gram),Kharif,Red,1061.8,35.8,86.4,24.97,75.3,21.59,1.07
Maharashtra,Nashik,Jowar,Whole Year,Sandy Loam,473.0,25.2,59.2,21.41,176.9,8.89,0.64
Punjab,Bathinda,Potato,Zaid,Mountain,152.0,33.5,34.3,26.29,140.0,11.88,6.51
West Bengal,Nadia,Tomato,Zaid,Red,159.2,36.8,39.7,14.91,266.9,18.37,12.96
Gujarat,Ahmedabad,Groundnut,Kharif,Clay,686.3,29.2,82.7,37.36,146.8,23.21,1.46
Karnataka,Raichur,Tur (Arhar),Rabi,Sandy Loam,266.8,20.2,59.0,12.68,157.7,20.24,0.51
Maharashtra,Nashik,Bajra,Zaid,Laterite,209.1,39.8,44.2,20.23,152.1,14.76,0.39
Andhra Pradesh,Krishna,Bajra,Whole Year,Desert (Arid),282.3,30.1,75.8,8.1,183.2,7.49,0.7
Gujarat,Surat,Mustard,Kharif,Sandy Loam,730.5,25.6,69.5,19.37,265.2,24.68,2.01
Bihar,Gaya,Tomato,Whole Year,Clay,622.5,28.0,57.2,26.87,128.6,20.4,19.21
Rajasthan,Jodhpur,Maize,Zaid,Mountain,100.3,33.3,32.0,48.61,89.2,6.62,0.56
Punjab,Bathinda,Groundnut,Kharif,Laterite,742.5,27.2,89.4,25.86,246.1,9.2,1.86
Punjab,Amritsar,Maize,Kharif,Laterite,975.8,30.2,59.9,44.7,20.8,7.82,2.58
West Bengal,Burdwan,Rice,Zaid,Red,123.3,30.0,53.0,28.98,46.1,21.19,0.86
Rajasthan,Jaipur,Sugarcane,Whole Year,Black (Regur),548.8,26.3,71.9,25.1,29.2,6.02,50.11
Maharashtra,Kolhapur,Potato,Whole Year,Desert (Arid),955.0,23.0,73.5,33.87,167.0,16.49,33.07
Rajasthan,Udaipur,Tomato,Zaid,Laterite,134.7,37.3,49.4,33.93,255.5,24.78,7.0
Tamil Nadu,Salem,Bajra,Rabi,Mountain,313.0,21.6,56.1,25.95,92.7,3.81,0.23
Madhya Pradesh,Bhopal,Sugarcane,Whole Year,Mountain,608.9,26.2,39.4,34.5,171.0,23.41,56.99
Tamil Nadu,Tirunelveli,Onion,Whole Year,Alluvial,913.8,22.9,77.2,31.52,118.9,17.15,25.43
Punjab,Jalandhar,Jowar,Zaid,Alluvial,187.2,31.8,53.8,12.62,112.1,18.41,0.26
Tamil Nadu,Salem,Groundnut,Kharif,Laterite,876.6,26.8,66.6,28.15,99.1,15.12,1.41
Andhra Pradesh,West Godavari,Rice,Whole Year,Sandy Loam,417.5,28.9,80.4,49.05,226.9,11.9,2.25
Gujarat,Surat,Jowar,Rabi,Black (Regur),554.5,16.5,62.5,34.35,200.1,16.42,0.62
West Bengal,Hooghly,Groundnut,Zaid,Laterite,159.5,37.2,67.9,12.65,78.6,14.9,0.29
Madhya Pradesh,Bhopal,Cotton,Rabi,Red,96.0,18.7,47.0,16.38,232.3,23.52,1.13
West Bengal,Birbhum,Groundnut,Zaid,Desert (Arid),281.7,32.4,57.8,16.23,49.2,10.66,0.27
Tamil Nadu,Thanjavur,Chana (Gram),Zaid,Sandy Loam,131.9,32.9,47.7,1.5,89.9,3.4,0.25
Uttar Pradesh,Varanasi,Rice,Kharif,Black (Regur),954.6,28.1,86.2,5.13,173.9,8.56,5.98
Maharashtra,Pune,Tur (Arhar),Kharif,Black (Regur),826.8,36.5,88.4,49.07,192.9,15.45,1.33
Telangana,Nalgonda,Bajra,Zaid,Laterite,129.8,37.0,23.5,19.51,280.7,4.16,0.7
Madhya Pradesh,Indore,Groundnut,Whole Year,Laterite,597.5,25.3,53.5,35.37,61.8,13.57,1.08
Punjab,Amritsar,Onion,Whole Year,Alluvial,791.2,22.7,53.9,35.59,299.8,0.68,19.46
Karnataka,Mysore,Groundnut,Zaid,Laterite,146.1,30.4,45.3,35.02,186.4,5.59,1.04
Maharashtra,Kolhapur,Cotton,Zaid,Alluvial,72.2,34.1,43.6,12.61,23.1,24.67,0.51
Rajasthan,Udaipur,Wheat,Rabi,Desert (Arid),302.0,14.6,62.0,47.91,265.1,4.26,1.61
West Bengal,Burdwan,Soybean,Zaid,Black (Regur),114.2,36.8,55.5,1.08,89.4,22.89,0.56
Telangana,Nizamabad,Potato,Zaid,Red,160.2,33.4,41.5,14.53,180.7,4.99,12.31
Karnataka,Raichur,Mustard,Rabi,Clay,231.6,18.1,66.6,32.87,218.8,18.05,0.99
Rajasthan,Kota,Maize,Kharif,Mountain,634.6,29.7,98.0,3.51,173.7,4.43,2.86
Tamil Nadu,Tirunelveli,Jowar,Whole Year,Desert (Arid),642.6,26.7,53.1,23.91,203.4,5.65,1.27
Uttar Pradesh,Agra,Cotton,Zaid,Alluvial,118.1,38.9,34.9,38.83,185.2,3.21,0.67
Telangana,Karimnagar,Chana (Gram),Rabi,Mountain,247.2,18.3,62.6,14.29,218.5,23.73,0.35
Maharashtra,Kolhapur,Jowar,Rabi,Alluvial,131.7,22.8,51.2,16.05,59.6,7.04,0.55
Punjab,Amritsar,Rice,Rabi,Red,320.8,18.6,52.8,11.89,295.9,17.8,2.09
Gujarat,Rajkot,Sugarcane,Whole Year,,545.4,31.6,84.2,22.65,229.9,24.4,53.0
West Bengal,Hooghly,Potato,Rabi,Alluvial,343.4,22.3,69.9,32.6,239.2,15.56,18.34
Punjab,Amritsar,Sugarcane,Zaid,Clay,131.1,33.7,43.7,12.6,267.2,9.66,36.77
Uttar Pradesh,Lucknow,Groundnut,Rabi,Alluvial,121.7,19.4,52.4,48.22,248.4,18.23,1.64
Telangana,Medak,Chana (Gram),Rabi,Black (Regur),111.1,24.7,58.0,6.14,204.6,19.63,0.92
Tamil Nadu,Salem,Jowar,Whole Year,Sandy Loam,308.1,28.2,50.2,43.8,276.5,21.33,1.14
Karnataka,Dharwad,Bajra,Rabi,Black (Regur),380.7,17.9,53.7,47.68,74.7,24.0,0.47
Tamil Nadu,Salem,Bajra,Rabi,Black (Regur),399.7,19.2,60.5,46.92,104.5,6.75,0.48
Telangana,Warangal,Chana (Gram),Zaid,Clay,179.4,35.0,47.5,14.01,65.4,8.64,0.27
Karnataka,Dharwad,Jowar,Rabi,Black (Regur),50.0,17.9,72.1,34.6,284.3,10.96,0.78
Punjab,Patiala,Jowar,Whole Year,Desert (Arid),461.3,24.7,52.7,38.96,125.4,7.93,0.34
Andhra Pradesh,East Godavari,Bajra,Kharif,Mountain,1247.5,35.6,81.4,35.73,260.4,5.0,0.93
Maharashtra,Pune,Mustard,Rabi,Alluvial,319.6,18.6,77.7,3.32,276.5,8.15,1.25
Andhra Pradesh,Guntur,Bajra,Kharif,Mountain,796.8,30.5,53.9,5.26,72.8,2.38,0.82
Punjab,Bathinda,Mustard,Zaid,Red,163.3,40.6,43.2,43.42,122.1,0.61,0.39
Andhra Pradesh,Kurnool,Maize,Kharif,Alluvial,1017.1,29.9,79.9,4.49,223.6,21.67,3.89
Tamil Nadu,Madurai,Mustard,Zaid,Black (Regur),105.8,33.1,54.2,19.71,175.4,2.81,0.55
Madhya Pradesh,Ujjain,Potato,Zaid,Mountain,173.5,34.0,38.8,46.45,136.7,0.59,4.6
Tamil Nadu,Salem,Tomato,Whole Year,Sandy Loam,428.4,25.5,66.2,7.75,229.4,9.19,9.22
Madhya Pradesh,Jabalpur,Onion,Kharif,Clay,949.9,31.6,84.3,34.93,58.9,20.29,15.91
Tamil Nadu,Madurai,Sugarcane,Kharif,Black (Regur),792.7,27.7,85.4,5.45,66.0,3.75,69.0
Punjab,Patiala,Potato,Whole Year,Desert (Arid),1110.2,26.8,65.4,46.0,104.0,3.31,19.44
Karnataka,Shimoga,Wheat,Whole Year,Desert (Arid),462.8,23.2,70.3,13.91,156.9,1.41,2.05
Punjab,Ludhiana,Rice,Kharif,Alluvial,789.5,31.5,68.0,34.96,40.1,12.19,2.32
Maharashtra,Ahmednagar,Cotton,Kharif,Sandy Loam,1184.4,30.0,71.6,29.94,199.7,17.89,3.71
Bihar,Patna,Cotton,Whole Year,Alluvial,678.2,24.6,75.1,33.4,29.4,7.25,0.91
Telangana,Karimnagar,Rice,Kharif,Black (Regur),1025.4,31.0,62.4,17.96,221.7,14.69,6.38
Uttar Pradesh,Allahabad,Mustard,Whole Year,Laterite,437.9,29.8,84.5,1.81,283.9,8.32,0.83
Bihar,Patna,Sugarcane,Kharif,Laterite,593.0,29.1,65.0,4.04,281.3,23.45,69.04
Madhya Pradesh,Indore,Chana (Gram),Whole Year,Alluvial,699.5,23.8,65.6,4.74,107.1,0.81,0.83
Tamil Nadu,Tirunelveli,Potato,Rabi,Alluvial,305.3,20.1,54.7,25.57,82.5,23.63,6.74
Gujarat,Ahmedabad,Soybean,Rabi,Desert (Arid),192.2,23.8,72.4,44.21,101.9,13.26,0.39
Rajasthan,Udaipur,Groundnut,Zaid,Clay,183.1,34.7,42.4,29.69,236.7,10.12,0.52
West Bengal,Hooghly,Mustard,Rabi,Red,211.9,23.1,55.2,28.25,154.6,17.11,0.71
Gujarat,Surat,Wheat,Rabi,Mountain,236.0,21.9,50.5,34.86,201.3,3.81,2.01
Karnataka,Belgaum,Maize,Rabi,Desert (Arid),289.0,22.9,51.0,21.5,22.8,22.93,0.89
Uttar Pradesh,Allahabad,Bajra,Zaid,Desert (Arid),161.3,34.3,55.6,34.42,173.7,23.64,0.4
Tamil Nadu,Coimbatore,Tomato,Zaid,Alluvial,,33.9,47.0,37.15,279.5,2.33,8.76
Punjab,Bathinda,Groundnut,Zaid,Laterite,171.8,31.8,36.4,43.96,247.5,13.14,0.72
Gujarat,Junagadh,Maize,Zaid,Desert (Arid),134.1,28.2,53.0,3.19,103.9,6.19,0.95
Karnataka,Raichur,Mustard,Rabi,Red,163.3,23.8,46.8,20.43,63.2,13.45,0.33
Madhya Pradesh,Gwalior,Jowar,Kharif,Desert (Arid),1180.5,27.3,98.0,49.24,89.4,2.36,0.78
Madhya Pradesh,Jabalpur,Cotton,Rabi,Clay,348.4,15.5,51.1,2.5,122.0,22.03,0.56
Tamil Nadu,Tirunelveli,Onion,Kharif,Mountain,1190.0,34.9,88.8,28.18,20.3,1.36,16.53
Andhra Pradesh,Guntur,Wheat,Whole Year,Red,932.6,31.8,60.0,39.58,21.9,7.56,3.79
Uttar Pradesh,Varanasi,Cotton,Whole Year,Sandy Loam,758.6,22.4,70.5,22.24,145.2,14.03,1.67
Uttar Pradesh,Allahabad,Maize,Whole Year,Red,395.2,23.0,72.3,22.39,217.5,21.04,2.42
Punjab,Amritsar,Chana (Gram),Whole Year,Black (Regur),465.0,24.8,75.6,25.17,184.7,0.56,1.21
Tamil Nadu,Salem,Chana (Gram),Whole Year,Red,623.3,24.0,61.8,42.78,135.9,14.48,0.54
Maharashtra,Kolhapur,Mustard,Rabi,Clay,249.7,19.9,40.1,34.23,97.9,24.0,0.54
Gujarat,Vadodara,Potato,Zaid,Clay,118.5,36.7,42.5,27.4,234.3,13.26,14.99
Tamil Nadu,Tirunelveli,Groundnut,Zaid,Alluvial,119.3,36.1,52.9,8.1,254.5,12.37,0.55
Madhya Pradesh,Gwalior,Cotton,Whole Year,Desert (Arid),454.0,25.6,68.0,29.81,63.2,7.94,0.82
Tamil Nadu,Thanjavur,Cotton,Zaid,Laterite,122.5,30.6,21.5,24.26,299.3,3.3,1.34
Telangana,Karimnagar,Cotton,Rabi,Alluvial,504.2,25.5,54.9,25.16,279.2,15.76,1.83
West Bengal,Birbhum,Maize,Rabi,Sandy Loam,293.0,19.3,67.2,40.7,261.0,12.33,2.29
Tamil Nadu,Coimbatore,Potato,Rabi,Red,465.0,25.3,47.4,19.66,249.6,6.79,20.41
Karnataka,Mysore,Groundnut,Zaid,Mountain,100.7,37.7,57.8,45.8,244.2,10.07,0.71
Andhra Pradesh,Krishna,Sugarcane,Whole Year,Laterite,669.1,30.8,78.4,2.7,299.3,21.8,98.85
Telangana,Nizamabad,Wheat,Kharif,Desert (Arid),1166.9,30.3,66.4,11.39,282.0,0.6,3.4
Maharashtra,Kolhapur,Soybean,Rabi,Desert (Arid),365.6,23.5,53.1,44.57,188.7,17.52,0.62
Madhya Pradesh,Jabalpur,Bajra,Kharif,Red,838.5,28.8,68.3,22.82,253.9,16.88,1.9
Telangana,Warangal,Sugarcane,Kharif,Clay,944.6,28.5,77.6,30.14,136.4,14.93,65.97
Bihar,Muzaffarpur,Jowar,Zaid,Red,166.3,32.5,43.9,2.0,248.4,4.82,0.37
Karnataka,Dharwad,Groundnut,Whole Year,Clay,704.3,24.2,53.4,10.9,106.6,5.48,0.94
Karnataka,Mysore,Potato,Zaid,Alluvial,126.7,34.5,27.7,11.03,274.3,22.31,16.06
Maharashtra,Pune,Tomato,Rabi,Alluvial,164.5,21.9,56.7,18.32,191.0,7.76,13.43
Punjab,Bathinda,Jowar,Rabi,Red,406.6,14.5,47.4,3.14,226.6,4.69,0.48
Madhya Pradesh,Bhopal,Soybean,Whole Year,Desert (Arid),488.8,31.4,86.4,19.38,30.9,15.21,0.38
Madhya Pradesh,Bhopal,Cotton,Zaid,Alluvial,50.0,33.1,45.3,1.73,140.4,22.14,0.69
Andhra Pradesh,Guntur,Bajra,Rabi,Black (Regur),121.9,29.0,46.3,22.23,225.6,21.76,1.14
Rajasthan,Ajmer,Onion,Rabi,Mountain,366.4,21.0,55.2,40.19,281.7,12.14,9.89
Rajasthan,Ajmer,Chana (Gram),Whole Year,Clay,439.7,27.2,61.2,12.82,218.7,19.04,1.34
Bihar,Darbhanga,Maize,Zaid,Sandy Loam,189.2,31.0,60.8,13.12,222.9,20.0,1.65
West Bengal,Murshidabad,Rice,Kharif,Alluvial,775.8,27.0,87.4,12.88,265.4,8.08,3.93
Rajasthan,Jaipur,Chana (Gram),Zaid,Laterite,118.4,35.0,50.4,17.52,93.3,7.31,0.35
Maharashtra,Pune,Cotton,Kharif,Clay,1170.7,34.4,65.9,39.61,163.5,8.76,2.63
Andhra Pradesh,East Godavari,Tur (Arhar),Zaid,Clay,157.1,31.4,34.1,39.73,157.6,17.76,0.32
Uttar Pradesh,Allahabad,Cotton,Whole Year,Laterite,436.8,29.9,81.0,26.48,279.8,24.03,0.94
Tamil Nadu,Salem,Cotton,Kharif,Alluvial,1216.3,29.8,85.7,8.1,177.5,16.5,3.66
Telangana,Warangal,Cotton,Kharif,Alluvial,1386.7,30.2,78.7,9.32,25.6,4.36,2.1
Karnataka,Raichur,Jowar,Whole Year,Black (Regur),586.4,28.1,63.9,28.42,37.2,11.06,0.59
West Bengal,Birbhum,Bajra,Whole Year,Laterite,451.9,20.4,63.8,27.15,28.7,18.21,0.42
Madhya Pradesh,Gwalior,Bajra,Zaid,Laterite,177.5,32.2,77.2,31.24,135.8,12.02,0.37
West Bengal,Nadia,Groundnut,Rabi,Red,393.8,15.7,57.9,32.31,202.7,15.4,1.23
Rajasthan,Udaipur,Sugarcane,Kharif,Red,870.1,26.5,81.2,21.49,97.8,9.49,54.69
Telangana,Karimnagar,Tur (Arhar),Zaid,Laterite,166.7,33.1,58.2,23.76,27.9,17.06,0.24
Andhra Pradesh,Guntur,Sugarcane,Kharif,Desert (Arid),962.1,25.0,75.3,23.62,123.8,5.49,40.67
Tamil Nadu,Thanjavur,Maize,Whole Year,Black (Regur),518.2,29.4,59.8,21.22,220.9,22.91,3.69
Andhra Pradesh,East Godavari,Tomato,Kharif,Clay,1069.3,36.2,82.4,46.48,91.3,3.99,18.12
Bihar,Bhagalpur,Chana (Gram),Rabi,Alluvial,373.7,25.5,64.0,7.11,73.8,4.01,0.59
Maharashtra,Nagpur,Tur (Arhar),Kharif,Clay,477.3,27.1,68.4,44.12,173.2,20.59,0.71
Punjab,Amritsar,Maize,Rabi,Laterite,420.8,20.6,59.2,27.47,204.9,11.05,1.44
Punjab,Ludhiana,Sugarcane,Rabi,Desert (Arid),331.1,19.3,64.4,27.06,252.0,3.9,39.02
Rajasthan,Jaipur,Bajra,Rabi,Alluvial,306.4,15.4,36.0,17.46,201.7,12.69,0.46
Karnataka,Dharwad,Bajra,Whole Year,Black (Regur),547.3,24.1,52.3,44.15,78.7,2.73,0.81
Madhya Pradesh,Ujjain,Chana (Gram),Zaid,Alluvial,169.2,37.4,29.2,29.87,296.9,23.7,0.41
Andhra Pradesh,Guntur,Tur (Arhar),Whole Year,Red,686.5,25.8,76.5,17.57,45.3,12.7,0.46
Punjab,Ludhiana,Tomato,Zaid,Mountain,147.0,31.8,48.3,4.28,76.6,1.84,3.64
Tamil Nadu,Madurai,Groundnut,Kharif,Desert (Arid),702.9,33.8,71.8,12.09,124.2,2.26,0.68
Gujarat,Junagadh,Jowar,Rabi,Mountain,232.3,11.3,58.6,16.52,86.6,0.85,0.15
Andhra Pradesh,West Godavari,Tur (Arhar),Rabi,,248.7,19.9,55.2,42.67,87.5,13.69,0.22
Tamil Nadu,Salem,Cotton,Rabi,Sandy Loam,401.6,21.0,58.3,46.52,32.0,14.35,0.6
Tamil Nadu,Coimbatore,Tur (Arhar),Whole Year,Black (Regur),483.0,29.2,36.6,10.07,108.2,22.61,0.61
,Jabalpur,Bajra,Whole Year,Laterite,473.5,25.0,63.3,18.08,199.3,13.88,0.69
Punjab,Jalandhar,Soybean,Kharif,Clay,794.0,32.8,85.2,22.4,231.0,3.81,2.42
Maharashtra,Nashik,Soybean,Rabi,Alluvial,419.7,19.5,43.3,47.51,207.3,13.91,1.02
Rajasthan,Jodhpur,Tomato,Kharif,Laterite,882.2,30.6,61.4,40.1,290.7,17.74,20.35
Madhya Pradesh,Bhopal,Chana (Gram),Zaid,Clay,131.3,33.1,34.5,9.46,130.0,16.35,0.36
Gujarat,Surat,Bajra,Rabi,Desert (Arid),327.6,22.6,48.9,8.23,146.2,9.55,0.4
Gujarat,Junagadh,Cotton,Zaid,Alluvial,129.0,37.7,39.9,4.13,69.9,2.97,0.67
Madhya Pradesh,Bhopal,Cotton,Kharif,Desert (Arid),1365.0,27.1,57.7,31.28,212.3,22.68,2.22
Karnataka,Raichur,Tur (Arhar),Kharif,Sandy Loam,1119.2,26.5,71.5,36.53,276.3,13.21,1.49
Rajasthan,Jodhpur,Chana (Gram),Rabi,Red,391.5,22.9,67.1,29.68,262.3,8.29,0.75
Maharashtra,Nashik,Groundnut,Whole Year,Desert (Arid),690.5,27.4,74.9,26.18,154.2,20.06,1.95
Telangana,Warangal,Mustard,Kharif,Desert (Arid),1028.0,29.1,72.1,1.51,160.9,21.47,1.71
West Bengal,Burdwan,Rice,Rabi,Desert (Arid),261.3,18.1,60.3,13.13,28.7,17.41,0.81
Uttar Pradesh,Agra,Groundnut,Rabi,Laterite,100.2,14.5,66.7,29.25,21.8,22.74,0.28
Madhya Pradesh,Bhopal,Mustard,Whole Year,Red,627.4,28.1,57.7,32.12,89.7,0.98,0.74
Maharashtra,Nashik,Tur (Arhar),Rabi,Sandy Loam,311.3,21.2,35.1,15.11,240.9,14.11,0.66
Tamil Nadu,Salem,Chana (Gram),Kharif,Sandy Loam,1407.4,29.2,80.7,24.47,277.3,20.27,1.22
Rajasthan,Jodhpur,Wheat,Rabi,Mountain,251.5,23.0,66.3,27.84,254.0,7.35,1.87
Gujarat,Ahmedabad,Tur (Arhar),Kharif,Alluvial,836.5,30.1,70.5,5.74,192.0,18.78,1.53
West Bengal,Nadia,Sugarcane,Whole Year,Mountain,799.5,26.9,49.6,18.16,145.8,3.28,63.37
Tamil Nadu,Tirunelveli,Sugarcane,Zaid,Laterite,135.2,30.0,41.8,1.2,113.6,4.24,20.29
Tamil Nadu,Tirunelveli,Jowar,Rabi,Red,246.7,20.4,57.6,48.82,29.2,18.44,0.37
West Bengal,Birbhum,Groundnut,Zaid,Mountain,122.5,32.4,66.8,39.26,251.9,12.17,0.84
Madhya Pradesh,Bhopal,Rice,Whole Year,Black (Regur),800.2,32.1,66.9,40.11,115.3,4.17,2.26
Gujarat,Ahmedabad,Jowar,Rabi,Desert (Arid),317.9,21.5,55.0,14.31,288.6,22.25,0.44
Bihar,Gaya,Groundnut,Rabi,Clay,192.9,23.2,57.6,39.76,231.9,24.96,1.22
Gujarat,Ahmedabad,Mustard,Rabi,Sandy Loam,367.2,20.8,58.1,14.81,216.0,0.68,0.73
Gujarat,Junagadh,Maize,Whole Year,Sandy Loam,849.5,29.3,80.0,11.21,298.4,15.32,2.83
Punjab,Bathinda,Groundnut,Rabi,Black (Regur),142.8,26.2,58.8,29.67,169.3,17.36,1.18
Uttar Pradesh,Meerut,Rice,Kharif,Black (Regur),1163.8,26.9,84.2,27.9,116.4,23.53,4.79
West Bengal,Birbhum,Cotton,Kharif,Laterite,815.4,30.4,65.0,46.77,240.6,21.41,2.28
Madhya Pradesh,Gwalior,Rice,Whole Year,Black (Regur),792.8,28.3,50.3,27.77,36.5,18.67,4.53
Karnataka,Belgaum,Potato,Rabi,Alluvial,373.8,18.5,75.8,3.98,25.1,1.11,9.26
Gujarat,Vadodara,Jowar,Kharif,Black (Regur),1065.5,32.4,72.5,36.65,285.9,19.27,2.31
Bihar,Patna,Tur (Arhar),Zaid,Desert (Arid),134.2,37.3,41.7,44.68,213.6,23.83,0.29
Andhra Pradesh,West Godavari,Jowar,Whole Year,Mountain,353.3,26.2,69.9,48.95,228.5,3.39,0.67
Andhra Pradesh,Krishna,Potato,Kharif,Laterite,384.1,27.7,89.4,8.7,185.4,4.66,18.15
Punjab,Bathinda,Mustard,Whole Year,Red,584.9,29.5,72.6,11.64,152.0,21.13,1.3
Telangana,Karimnagar,Jowar,Kharif,Alluvial,918.4,27.1,66.2,26.19,203.0,9.3,1.74
West Bengal,Birbhum,Chana (Gram),Zaid,Clay,130.1,33.3,35.7,37.46,25.4,7.19,0.33
Maharashtra,Ahmednagar,Chana (Gram),Kharif,Laterite,699.0,27.5,68.1,3.09,227.9,4.19,1.1
Maharashtra,Nashik,Rice,Zaid,Desert (Arid),127.6,29.9,56.6,15.6,70.5,15.53,0.71
Punjab,Ludhiana,Maize,Kharif,Red,742.7,34.2,74.4,15.75,272.5,20.87,3.06
Andhra Pradesh,Krishna,Sugarcane,Rabi,Red,398.0,23.2,51.4,15.44,31.4,8.21,31.6
Rajasthan,Jodhpur,Mustard,Rabi,Red,267.4,19.8,55.0,1.5,255.8,24.35,0.87
Punjab,Patiala,Maize,Zaid,Desert (Arid),234.0,36.6,57.4,2.72,250.9,10.81,1.07
Gujarat,Ahmedabad,Jowar,Kharif,Red,920.2,34.5,64.4,49.6,85.9,22.69,0.62
Madhya Pradesh,Indore,Bajra,Rabi,Desert (Arid),76.8,23.1,55.6,12.27,252.0,24.27,0.6
Maharashtra,Ahmednagar,Bajra,Rabi,Red,343.5,20.6,66.2,6.05,100.7,13.57,0.42
West Bengal,Burdwan,Cotton,Kharif,Red,831.7,28.1,86.6,24.21,158.3,21.48,2.31
West Bengal,Murshidabad,Rice,Kharif,Laterite,862.9,31.2,79.2,20.88,72.6,19.03,2.21
Maharashtra,Ahmednagar,Wheat,Zaid,Alluvial,221.2,37.0,37.1,15.37,140.7,7.81,1.65
Bihar,Bhagalpur,Potato,Whole Year,Laterite,566.4,28.8,81.9,28.12,222.8,17.19,18.88
Rajasthan,Kota,Bajra,Whole Year,,603.5,25.2,60.3,25.41,45.2,16.82,0.75
Tamil Nadu,Thanjavur,Groundnut,Whole Year,Mountain,667.7,23.6,76.3,18.1,97.0,24.51,0.74
Uttar Pradesh,Varanasi,Tur (Arhar),Kharif,Alluvial,502.9,27.0,83.0,33.95,90.1,18.78,0.61
Madhya Pradesh,Ujjain,Tomato,Kharif,Alluvial,802.8,30.4,98.0,40.77,64.9,16.68,18.76
Karnataka,Shimoga,Cotton,Kharif,Sandy Loam,1008.6,35.4,89.1,8.56,122.0,21.29,1.36
